MatrixRowID,RowType,Year,WindowStart,WindowEnd,SourceID,SourceName,SourceType,SourceDependenceGroup,SourceRole,AccessStatus,SearchStatus,CoverageStatus,DependencyAuditStatus,QueryProtocolVersion,QueryProtocolNotes,SearchStartedAt,SearchCompletedAt,RawHits,CandidateRows,IncludedRussiaProper,ExcludedOutsideRussiaProper,ExcludedCrimeaScope,ExcludedNotEvent,ExcludedOtherScope,DuplicateRows,UnresolvedRows,NewUniqueAfterMerge,MarginalYieldPct,SearchPassCount,StopRuleStatus,EvidenceArchivePath,CandidateRegisterVersion,ReviewStatus,DedupeReviewStatus,C1_TimeCoverage,C2_IndependentDiscovery,C3_AllCandidatesCoded,C4_DedupeComplete,C5_NoOutcomeRelevantUnresolved,C6_SourceConvergence,C7_VersionFrozen,RowAcceptanceStatus,YearAcceptanceStatus,CandidateCensusComplete,Notes
SRC-2023-REUTERS,SOURCE,2023,2023-01-01,2023-12-31,REUTERS,Reuters reporting / chronology search,NEWSWIRE,DG_REUTERS,CORE_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Systematic archive/query pass required for full study window.
SRC-2023-BAKER,SOURCE,2023,2023-01-01,2023-12-31,BAKER,Baker Institute Russia energy-strike dataset,RESEARCH_DATASET,DG_BAKER,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Dataset acquisition/permission status must be documented before use.
SRC-2023-ACLED,SOURCE,2023,2023-01-01,2023-12-31,ACLED,ACLED event data,EVENT_DATASET,DG_ACLED,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Authenticated access may be required; access failure must be recorded, not silently skipped."
SRC-2023-UA_OFFICIAL,SOURCE,2023,2023-01-01,2023-12-31,UA_OFFICIAL,Ukraine official sources: General Staff / SBU / DIU / SOF,OFFICIAL_UA,DG_UA_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Search all applicable official channels and archived releases; source dependence within this lane is one group.
SRC-2023-RU_OFFICIAL,SOURCE,2023,2023-01-01,2023-12-31,RU_OFFICIAL,Russia official/regional authorities and operators,OFFICIAL_RU,DG_RU_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Use regional governors, ministries, operators and official statements as one audited lane; derivative reposts do not add independence."
SRC-2023-OSINT_SECTOR,SOURCE,2023,2023-01-01,2023-12-31,OSINT_SECTOR,Sector-specific OSINT / infrastructure chronologies,OSINT_SPECIALIST,DG_OSINT_SPECIALIST,VALIDATION_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Use only sources with reproducible event-level references; record upstream dependencies.
YR-2024,YEAR_SUMMARY,2024,2024-01-01,2024-12-31,YEAR_SUMMARY,Annual completeness summary,YEAR_SUMMARY,NA,SUMMARY,NA,NOT_STARTED,UNKNOWN,NA,DEEP-COMP-V1,Aggregate row; populated only from completed source rows.,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NOT_READY,NOT_READY,FALSE,All annual gates default FALSE until demonstrated by evidence.
SRC-2024-VIINA,SOURCE,2024,2024-01-01,2024-12-31,VIINA,VIINA 2.0,AGGREGATOR,DG_VIINA,CORE_DISCOVERY,AVAILABLE,COMPLETED,FULL_PROTOCOL,NOT_REVIEWED,VIINA_2024_STAGE1_STABLE_V1,,,,543,233,,,,,,53,0,,,1,NOT_EVALUATED,output/VIINA_2024_REBUILD.csv|output/VIINA_2024_POST_EXACT_DEDUPE_REVIEW.csv|output/VIINA_2024_RUSSIA_PRIORITY.csv|output/VIINA_2024_STAGE1_SUMMARY.txt|output/VIINA_2024_STAGE1_PROVENANCE.txt|output/VIINA_2024_RUSSIA_PRIORITY_MANUAL_REVIEW_V1.csv|output/VIINA_2024_UNKNOWN_REDUCTION_V2.csv|output/VIINA_2024_UNKNOWN_HIGH_PRIORITY_MANUAL_REVIEW_V2.csv|output/VIINA_2024_UNKNOWN_M2_MANUAL_REVIEW_V2.csv|output/VIINA_2024_LOW_PRIORITY_RESIDUAL_AUDIT_V1.csv|output/VIINA_2024_LOW_PRIORITY_RESIDUAL_MANUAL_REVIEW_V1.csv|output/VIINA_2024_LANE_CLOSURE_V1.txt,,COMPLETE,COMPLETE,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,VIINA 2024 stable lane fully reviewed and deduplicated for census relevance; outcome-relevant unresolved rows=0. Low-priority residual audit covered all 95 remaining rows (22 manual flagged reviews plus 73 deterministic no-leak audit rows). Russia-proper discoveries remain CENSUS_CANDIDATE_ONLY pending independent-source confirmation. Overall 2024 census remains incomplete because Reuters and remaining C1-C7 completeness gates are not complete.
SRC-2024-REUTERS,SOURCE,2024,2024-01-01,2024-12-31,REUTERS,Reuters reporting / chronology search,NEWSWIRE,DG_REUTERS,CORE_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Systematic archive/query pass required for full study window.
SRC-2024-BAKER,SOURCE,2024,2024-01-01,2024-12-31,BAKER,Baker Institute Russia energy-strike dataset,RESEARCH_DATASET,DG_BAKER,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Dataset acquisition/permission status must be documented before use.
SRC-2024-ACLED,SOURCE,2024,2024-01-01,2024-12-31,ACLED,ACLED event data,EVENT_DATASET,DG_ACLED,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Authenticated access may be required; access failure must be recorded, not silently skipped."
SRC-2024-UA_OFFICIAL,SOURCE,2024,2024-01-01,2024-12-31,UA_OFFICIAL,Ukraine official sources: General Staff / SBU / DIU / SOF,OFFICIAL_UA,DG_UA_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Search all applicable official channels and archived releases; source dependence within this lane is one group.
SRC-2024-RU_OFFICIAL,SOURCE,2024,2024-01-01,2024-12-31,RU_OFFICIAL,Russia official/regional authorities and operators,OFFICIAL_RU,DG_RU_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Use regional governors, ministries, operators and official statements as one audited lane; derivative reposts do not add independence."
SRC-2024-OSINT_SECTOR,SOURCE,2024,2024-01-01,2024-12-31,OSINT_SECTOR,Sector-specific OSINT / infrastructure chronologies,OSINT_SPECIALIST,DG_OSINT_SPECIALIST,VALIDATION_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Use only sources with reproducible event-level references; record upstream dependencies.
YR-2025,YEAR_SUMMARY,2025,2025-01-01,2025-12-31,YEAR_SUMMARY,Annual completeness summary,YEAR_SUMMARY,NA,SUMMARY,NA,NOT_STARTED,UNKNOWN,NA,DEEP-COMP-V1,Aggregate row; populated only from completed source rows.,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NOT_READY,NOT_READY,FALSE,All annual gates default FALSE until demonstrated by evidence.
SRC-2025-VIINA,SOURCE,2025,2025-01-01,2025-12-31,VIINA,VIINA 2.0,AGGREGATOR,DG_VIINA,CORE_DISCOVERY,AVAILABLE,COMPLETED,FULL_PROTOCOL,NOT_REVIEWED,VIINA_2025_STAGE1_STABLE_V1,,,,325,218,,,,,,68,1,,,1,NOT_EVALUATED,output/VIINA_2025_REBUILD.csv|output/VIINA_2025_POST_EXACT_DEDUPE_REVIEW.csv|output/VIINA_2025_RUSSIA_PRIORITY.csv|output/VIINA_2025_STAGE1_SUMMARY.txt|output/VIINA_2025_STAGE1_PROVENANCE.txt|output/VIINA_2025_RUSSIA_PRIORITY_MANUAL_REVIEW_V1.csv|output/VIINA_2025_UNKNOWN_REDUCTION_V2.csv|output/VIINA_2025_UNKNOWN_HIGH_PRIORITY_MANUAL_REVIEW_V2.csv|output/VIINA_2025_UNKNOWN_M1_MANUAL_REVIEW_V2.csv|output/VIINA_2025_UNKNOWN_M2_MANUAL_REVIEW_V2.csv|output/VIINA_2025_LOW_PRIORITY_RESIDUAL_AUDIT_V1.csv|output/VIINA_2025_LOW_PRIORITY_RESIDUAL_MANUAL_REVIEW_V1.csv|output/VIINA_2025_LANE_CLOSURE_V1.txt,,COMPLETE,COMPLETE,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"VIINA 2025 full review and dedupe complete, but one outcome-relevant identity remains unresolved: 2025-11-30 Novoshakhtinsk industrial enterprise (physical fire after drone attack confirmed; facility identity/sector not established). C5 therefore remains blocked. Reuters and remaining C1-C7 gates are also incomplete."
SRC-2025-REUTERS,SOURCE,2025,2025-01-01,2025-12-31,REUTERS,Reuters reporting / chronology search,NEWSWIRE,DG_REUTERS,CORE_DISCOVERY,AVAILABLE,COMPLETED,FULL_PROTOCOL,NOT_REVIEWED,REUTERS_2025_DEEP_SEARCH_PROTOCOL_V1,28/28 frozen Reuters search cells completed; strict reconciliation updated through register delta V3; formal dependency audit still pending.,,2026-08-19,86,,,,,,,,3,43,,28,NOT_EVALUATED,output/REUTERS_2025_DEEP_SEARCH_LOG_V1.csv|output/REUTERS_2025_CONFIRMED_NEW_EVENTS_V2.csv|output/REUTERS_2025_VIINA_RECONCILIATION_SUMMARY_V2.txt|output/REUTERS_2025_REGISTER_DELTA_V3.txt|output/DEEP_2025_C5_TARGETED_FINAL_PASS_V1.csv|output/DEEP_2025_C5_STATUS_V4.txt,REUTERS_2025_REGISTER_DELTA_V3,IN_PROGRESS,IN_PROGRESS,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Reuters 2025 search protocol complete (28/28 cells; FULL_PROTOCOL). Conservative confirmed new vs reviewed VIINA register = +43. Three Reuters outcome-relevant unresolved records remain: Engels/Kombinat Kristall 2025-11-14 physical effect unresolved; Shatura power plant 2025-11-23 DEEP eligibility pending; Belgorod reservoir dam 2025-10-24 DEEP eligibility pending. Formal dependency audit and final candidate/dedupe closure remain incomplete; source row NOT_READY. C5_2025 remains FALSE together with VIINA Novoshakhtinsk residual.
SRC-2025-BAKER,SOURCE,2025,2025-01-01,2025-12-31,BAKER,Baker Institute Russia energy-strike dataset,RESEARCH_DATASET,DG_BAKER,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Dataset acquisition/permission status must be documented before use.
SRC-2025-ACLED,SOURCE,2025,2025-01-01,2025-12-31,ACLED,ACLED event data,EVENT_DATASET,DG_ACLED,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Authenticated access may be required; access failure must be recorded, not silently skipped."
SRC-2025-UA_OFFICIAL,SOURCE,2025,2025-01-01,2025-12-31,UA_OFFICIAL,Ukraine official sources: General Staff / SBU / DIU / SOF,OFFICIAL_UA,DG_UA_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Search all applicable official channels and archived releases; source dependence within this lane is one group.
SRC-2025-RU_OFFICIAL,SOURCE,2025,2025-01-01,2025-12-31,RU_OFFICIAL,Russia official/regional authorities and operators,OFFICIAL_RU,DG_RU_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Use regional governors, ministries, operators and official statements as one audited lane; derivative reposts do not add independence."
SRC-2025-OSINT_SECTOR,SOURCE,2025,2025-01-01,2025-12-31,OSINT_SECTOR,Sector-specific OSINT / infrastructure chronologies,OSINT_SPECIALIST,DG_OSINT_SPECIALIST,VALIDATION_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Use only sources with reproducible event-level references; record upstream dependencies.
YR-2026,YEAR_SUMMARY,2026,2026-01-01,2026-06-30,YEAR_SUMMARY,Annual completeness summary,YEAR_SUMMARY,NA,SUMMARY,NA,NOT_STARTED,UNKNOWN,NA,DEEP-COMP-V1,Aggregate row; populated only from completed source rows.,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NOT_READY,NOT_READY,FALSE,All annual gates default FALSE until demonstrated by evidence.
SRC-2026-VIINA,SOURCE,2026,2026-01-01,2026-06-30,VIINA,VIINA 2.0,AGGREGATOR,DG_VIINA,CORE_DISCOVERY,AVAILABLE,IN_PROGRESS,PARTIAL,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Existing VIINA extraction is a discovery pass only; it does not satisfy the completeness protocol.
SRC-2026-REUTERS,SOURCE,2026,2026-01-01,2026-06-30,REUTERS,Reuters reporting / chronology search,NEWSWIRE,DG_REUTERS,CORE_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Systematic archive/query pass required for full study window.
SRC-2026-BAKER,SOURCE,2026,2026-01-01,2026-06-30,BAKER,Baker Institute Russia energy-strike dataset,RESEARCH_DATASET,DG_BAKER,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Dataset acquisition/permission status must be documented before use.
SRC-2026-ACLED,SOURCE,2026,2026-01-01,2026-06-30,ACLED,ACLED event data,EVENT_DATASET,DG_ACLED,VALIDATION,ACCESS_REQUIRED,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Authenticated access may be required; access failure must be recorded, not silently skipped."
SRC-2026-UA_OFFICIAL,SOURCE,2026,2026-01-01,2026-06-30,UA_OFFICIAL,Ukraine official sources: General Staff / SBU / DIU / SOF,OFFICIAL_UA,DG_UA_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Search all applicable official channels and archived releases; source dependence within this lane is one group.
SRC-2026-RU_OFFICIAL,SOURCE,2026,2026-01-01,2026-06-30,RU_OFFICIAL,Russia official/regional authorities and operators,OFFICIAL_RU,DG_RU_OFFICIAL,SUPPLEMENTAL_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,"Use regional governors, ministries, operators and official statements as one audited lane; derivative reposts do not add independence."
SRC-2026-OSINT_SECTOR,SOURCE,2026,2026-01-01,2026-06-30,OSINT_SECTOR,Sector-specific OSINT / infrastructure chronologies,OSINT_SPECIALIST,DG_OSINT_SPECIALIST,VALIDATION_DISCOVERY,AVAILABLE,NOT_STARTED,UNKNOWN,NOT_REVIEWED,DEEP-COMP-V1,,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,NA,NA,NA,NA,NA,NA,NA,NOT_READY,NA,FALSE,Use only sources with reproducible event-level references; record upstream dependencies.
GLOBAL-2022-2026,GLOBAL_SUMMARY,2022-2026,2022-02-24,2026-06-30,GLOBAL_SUMMARY,Full-period completeness summary,GLOBAL_SUMMARY,NA,SUMMARY,NA,NOT_STARTED,UNKNOWN,NA,DEEP-COMP-V1,Only row permitted to set CandidateCensusComplete=TRUE after C1-C7 all TRUE.,,,,,,,,,,,,,,,NOT_EVALUATED,,,NOT_STARTED,NOT_STARTED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NOT_READY,NA,FALSE,Global gate remains FALSE until every annual gate and final full-period gap search pass.
